epoch,policy_entropy,entropy_coef,kl_coef
0,1.3576492758897634,0.02,0.05
1,1.4865797872726734,0.019310344827586208,0.04666666666666667
2,1.4640726389793248,0.018620689655172412,0.043333333333333335
3,1.4469532657128115,0.01793103448275862,0.04000000000000001
4,1.519211356456463,0.017241379310344827,0.036666666666666674
5,1.5233465215334525,0.016551724137931035,0.03333333333333334
6,1.4865399163502913,0.015862068965517243,0.03
7,1.5350617067171977,0.015172413793103448,0.02666666666666667
8,1.8411802844359324,0.014482758620689656,0.023333333333333334
9,1.858253457225286,0.013793103448275864,0.020000000000000004
10,1.9538955768713584,0.01310344827586207,0.01666666666666667
11,1.9739383963438182,0.012413793103448277,0.013333333333333336
12,2.350535821456176,0.011724137931034485,0.009999999999999998
13,2.582620457961009,0.01103448275862069,0.006666666666666665
14,2.7270921984544167,0.010344827586206895,0.0033333333333333327
15,3.4380851089954376,0.009655172413793102,0.0
16,3.7896441175387454,0.00896551724137931,0.0
17,3.830045956831712,0.00827586206896552,0.0
18,3.7905509976240306,0.007586206896551724,0.0
19,3.788645952939987,0.006896551724137932,0.0
20,3.8043441887085256,0.006206896551724137,0.0
21,3.860183814397225,0.005517241379310345,0.0
22,3.8869809760497165,0.004827586206896553,0.0
23,3.8756862053504357,0.004137931034482758,0.0
24,3.860379104430859,0.003448275862068966,0.0
25,3.857521648590381,0.0027586206896551735,0.0
26,3.8631774347562056,0.002068965517241379,0.0
27,3.857278104011829,0.0013793103448275868,0.0
28,3.860395211439866,0.0006896551724137923,0.0
29,3.858781929199512,0.0,0.0
