epoch,grad_norm
0,0.0671709904877039
1,0.024160766400969945
2,0.0998081429503285
3,0.06635901919351174
4,0.029091126572054166
5,0.06440605928834814
6,0.09041785069096547
7,0.06628992637762657
8,0.0928776219773751
9,0.10521947449216476
10,0.1449365856555792
11,0.13648839581471223
12,0.13788523367391184
13,0.18055852287663862
14,0.1777088945874801
15,0.12057524690261254
16,0.07798763249929135
17,0.07082860393879506
18,0.0636738701365315
19,0.08034458957039393
20,0.0758150414062234
21,0.049435952212661505
22,0.08126111350093897
23,0.06691778594484696
24,0.05105949289953479
25,0.05643815436185552
26,0.06612435183846034
27,0.0689556566425241
28,0.05301779053675441
29,0.05078152835798951
