method,theta_test_id,rollout_id,u_ctrl,u_req_true,excess_control,safe_total,runtime_s,exact_tie_count,near_tie_count,average_co_tied_actions,sequence,y_obs
random,0,0,0.96,0.0,0.96,True,0.0011298861354589462,0,0,nan,36 13 17,4.84419355 2.107044724 1.680919907
random,1,1,0.96,0.0,0.96,True,0.0001662219874560833,0,0,nan,31 13 52,1.81529635 1.716956393 1.846716555
random,2,2,0.96,0.0,0.96,True,0.00014976388774812222,0,0,nan,18 47 12,6.88828957 1.613662068 7.557942458
random,3,3,0.96,0.0,0.96,True,0.0001500698272138834,0,0,nan,37 43 2,3.667693617 0.7478852532 1.239090771
random,4,4,0.96,0.32,0.6399999999999999,True,0.00014725211076438427,0,0,nan,23 19 49,0.6384691604 2.151390683 2.283198454
random,5,5,0.96,0.0,0.96,True,0.00014447211287915707,0,0,nan,9 34 50,5.041958958 0.7369109714 0.8901682629
random,6,6,0.96,0.0,0.96,True,0.00030230404809117317,0,0,nan,49 2 11,1.318964382 1.035441508 1.205507457
random,7,7,0.96,0.0,0.96,True,0.00014411192387342453,0,0,nan,2 39 44,2.129910779 6.957126761 2.551289215
random,8,8,0.96,0.0,0.96,True,0.00014628400094807148,0,0,nan,13 34 21,1.579676636 0.4339953131 5.527690996
random,9,9,0.96,0.0,0.96,True,0.00014605000615119934,0,0,nan,39 47 4,4.593812934 3.086104449 2.104224934
random,10,10,0.96,0.0,0.96,True,0.00014472310431301594,0,0,nan,12 33 49,6.202872298 1.659527212 2.049320156
random,11,11,0.96,0.0,0.96,True,0.00014677084982395172,0,0,nan,30 39 22,4.25821961 4.360316277 1.772382275
random,12,12,0.96,0.0,0.96,True,0.00015103700570762157,0,0,nan,46 13 48,3.574017731 2.23067585 6.878124101
random,13,13,0.96,0.0,0.96,True,0.00019734096713364124,0,0,nan,35 37 48,2.363812203 1.733484602 6.434981499
random,14,14,1.04,0.0,1.04,True,0.00014851614832878113,0,0,nan,49 50 30,2.417409544 1.144550098 8.351892563
random,15,15,0.96,0.0,0.96,True,0.00014872406609356403,0,0,nan,20 0 1,1.142340723 3.575783303 1.915451939
random,16,16,0.96,0.0,0.96,True,0.00023209420032799244,0,0,nan,28 30 22,1.599940238 4.876084411 1.765896473
random,17,17,0.96,0.0,0.96,True,0.00014967191964387894,0,0,nan,4 15 40,2.543013984 0.9340803566 2.623335245
