epoch,policy_entropy,entropy_coef,kl_coef
0,1.3628839655564382,0.02,0.05
1,1.4816591877203722,0.019310344827586208,0.04666666666666667
2,1.5113922987992947,0.018620689655172412,0.043333333333333335
3,1.6932267156931071,0.01793103448275862,0.04000000000000001
4,1.530454885501128,0.017241379310344827,0.036666666666666674
5,1.6140696028104196,0.016551724137931035,0.03333333333333334
6,1.7328007794343507,0.015862068965517243,0.03
7,1.721391336275981,0.015172413793103448,0.02666666666666667
8,1.742342552313438,0.014482758620689656,0.023333333333333334
9,1.7311433416146498,0.013793103448275864,0.020000000000000004
10,1.8500780681004891,0.01310344827586207,0.01666666666666667
11,2.2363847700449138,0.012413793103448277,0.013333333333333336
12,2.545566821327576,0.011724137931034485,0.009999999999999998
13,3.169985165962806,0.01103448275862069,0.006666666666666665
14,3.1329403932277975,0.010344827586206895,0.0033333333333333327
15,3.279968108122165,0.009655172413793102,0.0
16,3.717020740875831,0.00896551724137931,0.0
17,3.824086452905948,0.00827586206896552,0.0
18,3.8564079954073978,0.007586206896551724,0.0
19,3.8714370291966658,0.006896551724137932,0.0
20,3.8700968531461863,0.006206896551724137,0.0
21,3.869342593046335,0.005517241379310345,0.0
22,3.8688071507674,0.004827586206896553,0.0
23,3.8801340208603787,0.004137931034482758,0.0
24,3.8971229699941783,0.003448275862068966,0.0
25,3.9075396679914913,0.0027586206896551735,0.0
26,3.9071605641108293,0.002068965517241379,0.0
27,3.914130366765536,0.0013793103448275868,0.0
28,3.9102779833170085,0.0006896551724137923,0.0
29,3.9086107657505917,0.0,0.0
