system,seed,checkpoint,step,action_history,y_bin,selected_action,logits,L1_policy_difference,history_embedding_L2_difference,belief_embedding_L2_difference,logits_L2_difference
ieee5,303,1,2,21,0,23,"[0.04697883129119873, 0.08558443188667297, -0.14238688349723816, -0.10527756810188293, 0.15874749422073364, -0.004720121622085571, 0.14711253345012665, -0.11138156056404114, 0.14335262775421143, -0.08201264590024948, -0.30591240525245667, 0.06177085265517235, 0.030476462095975876, -0.020259171724319458, 0.05032075196504593, 0.2357664704322815, 0.20595291256904602, 0.01995711959898472, -0.20485487580299377, -0.09075410664081573, -0.1287200003862381, -1000000000.0, -0.06195253133773804, 0.2442101240158081, 0.029376395046710968, -0.32564377784729004, -0.03488210216164589, -0.02012733370065689, 0.043002307415008545, -0.07861671596765518]",0.010843167081475258,2.049748420715332,1.6550296545028687,0.0735972598195076
ieee5,303,1,2,21,1,23,"[0.0437636598944664, 0.08071383833885193, -0.12847620248794556, -0.11498662829399109, 0.18301379680633545, -0.015233919024467468, 0.15438860654830933, -0.08883601427078247, 0.11825820803642273, -0.0807320773601532, -0.3140621483325958, 0.06045140326023102, 0.02667110785841942, -0.026040010154247284, 0.028654515743255615, 0.2448122501373291, 0.21238791942596436, 0.035667914897203445, -0.17935749888420105, -0.11437438428401947, -0.1427244246006012, -1000000000.0, -0.05331102013587952, 0.24828505516052246, 0.028268486261367798, -0.32005709409713745, -0.0322338342666626, -0.04066239297389984, 0.03962922841310501, -0.09532636404037476]",0.0,0.0,0.0,0.0
ieee5,303,1,2,21,2,16,"[0.06758745014667511, 0.07938282191753387, -0.08610358834266663, -0.13081243634223938, 0.22383156418800354, -0.018867909908294678, 0.14050452411174774, -0.019265566021203995, 0.07363930344581604, -0.04408569261431694, -0.33673951029777527, 0.07817882299423218, 0.06705246865749359, -0.04922852665185928, -0.002024982590228319, 0.21265679597854614, 0.2525196671485901, 0.056748248636722565, -0.10278437286615372, -0.13044394552707672, -0.15535522997379303, -1000000000.0, -0.0632682517170906, 0.24315613508224487, 0.02197670191526413, -0.30640465021133423, 0.010642372071743011, -0.07269096374511719, 0.008998977020382881, -0.10768875479698181]",0.02771580033004284,4.684829235076904,2.3185391426086426,0.17400017380714417
ieee5,303,1,3,21 23,0,11,"[0.08414072543382645, 0.0835205465555191, -0.03893075883388519, -0.049874886870384216, 0.05353967472910881, 0.01899634301662445, 0.10631230473518372, -0.12012453377246857, 0.02635101228952408, 0.1505504846572876, -0.3323386311531067, 0.19552582502365112, 0.009476430714130402, 0.11103647947311401, 0.16261345148086548, 0.01071949303150177, 0.15304408967494965, 0.017138615250587463, -0.10063544660806656, -0.17101600766181946, -0.15293627977371216, -1000000000.0, -0.062441837042570114, -1000000000.0, -0.1508997231721878, -0.23057293891906738, -0.13310743868350983, 0.02386281080543995, -0.0001844167709350586, -0.0065121129155159]",0.006215440109372139,0.876578152179718,1.5905650854110718,0.0403558574616909
ieee5,303,1,3,21 23,1,11,"[0.07413877546787262, 0.07596002519130707, -0.04163457453250885, -0.05120408535003662, 0.06182331591844559, 0.02271704003214836, 0.11635959148406982, -0.1207561045885086, 0.015437591820955276, 0.14481383562088013, -0.33199527859687805, 0.1890190839767456, 0.014559298753738403, 0.10639545321464539, 0.15061542391777039, 0.014278959482908249, 0.1480497419834137, 0.028581522405147552, -0.1015888974070549, -0.18442469835281372, -0.16669510304927826, -1000000000.0, -0.05433034896850586, -1000000000.0, -0.15679264068603516, -0.2232980877161026, -0.1349126249551773, 0.017689498141407967, 0.003194766119122505, -0.01867431402206421]",0.0,0.0,0.0,0.0
ieee5,303,1,3,21 23,2,11,"[0.047916896641254425, 0.05879531428217888, -0.05531339347362518, -0.06686486303806305, 0.09861521422863007, 0.028223734349012375, 0.13515964150428772, -0.10690325498580933, -0.01763451099395752, 0.12305022776126862, -0.3230941593647003, 0.16482022404670715, 0.024290241301059723, 0.08955967426300049, 0.11346672475337982, 0.033457621932029724, 0.15276318788528442, 0.0632520318031311, -0.09777415543794632, -0.2218785583972931, -0.19720549881458282, -1000000000.0, -0.03698774427175522, -1000000000.0, -0.1790817379951477, -0.20641572773456573, -0.12292538583278656, 0.008902790024876595, 0.005085187032818794, -0.04425225779414177]",0.019152263179421425,2.4799044132232666,1.903031349182129,0.11504732817411423
ieee5,303,10,2,21,0,15,"[-0.17146316170692444, 0.2069973647594452, -0.16189372539520264, -0.010089868679642677, 0.03503146022558212, -0.013498835265636444, 0.20742881298065186, -0.10583409667015076, 0.14456677436828613, -0.027301089838147163, -0.43139079213142395, 0.3533652424812317, -0.14807547628879547, 0.013971354812383652, 0.039036378264427185, 0.409050852060318, 0.25912564992904663, -0.0815080851316452, -0.12018810212612152, 0.05348595976829529, -0.0539495125412941, -1000000000.0, -0.017162322998046875, -0.02813497930765152, -0.08864890038967133, -0.2914177179336548, 0.1409357339143753, 0.1062004342675209, 0.16564366221427917, 0.008168619126081467]",0.010880181565880775,2.021960973739624,1.6550296545028687,0.07829131931066513
ieee5,303,10,2,21,1,15,"[-0.16995468735694885, 0.19694845378398895, -0.1379595696926117, -0.03662379831075668, 0.05169394984841347, -0.013007856905460358, 0.21094298362731934, -0.07564960420131683, 0.11052681505680084, -0.020321892574429512, -0.4360152781009674, 0.3314717411994934, -0.1312558650970459, -0.0028082504868507385, 0.026002585887908936, 0.39997637271881104, 0.2649191617965698, -0.06967605650424957, -0.09742850065231323, 0.038746483623981476, -0.05646274611353874, -1000000000.0, -0.016741454601287842, -0.028849422931671143, -0.08888870477676392, -0.2977866530418396, 0.13701261579990387, 0.09980213642120361, 0.1667223870754242, 0.005119048058986664]",0.0,0.0,0.0,0.0
ieee5,303,10,2,21,2,15,"[-0.10380849987268448, 0.16365543007850647, -0.08516576886177063, -0.08965490758419037, 0.09789130091667175, -0.0035443343222141266, 0.19097957015037537, -0.015298914164304733, 0.056270353496074677, 0.009957279078662395, -0.44080668687820435, 0.27749505639076233, -0.04760440066456795, -0.04915217310190201, 0.0024113855324685574, 0.3224983811378479, 0.2921594977378845, -0.04534260556101799, -0.05223773792386055, 0.008526258170604706, -0.06247755512595177, -1000000000.0, -0.03740687295794487, 0.011708222329616547, -0.08322220295667648, -0.31635430455207825, 0.15568400919437408, 0.06597638875246048, 0.12161093950271606, 0.0007439069449901581]",0.0361977145075798,4.599957466125488,2.3185391426086426,0.22398905456066132
ieee5,303,10,3,21 15,0,11,"[-0.09552489966154099, 0.21860548853874207, -0.13830584287643433, -0.051750876009464264, -0.09178583323955536, 0.002970166504383087, 0.12908519804477692, -0.17619535326957703, -0.0167795792222023, 0.26093706488609314, -0.4291568994522095, 0.4859752953052521, -0.1835925430059433, 0.16516704857349396, 0.15118415653705597, -1000000000.0, 0.28839772939682007, -0.09817664325237274, -0.15628239512443542, -0.054708801209926605, -0.13318407535552979, -1000000000.0, -0.1113739013671875, 0.03563734143972397, -0.204313725233078, -0.2103579044342041, 0.028839103877544403, 0.061723463237285614, -0.02142150141298771, 0.020006459206342697]",0.006838174536824226,0.8953031301498413,1.3229992389678955,0.044761449098587036
ieee5,303,10,3,21 15,1,11,"[-0.10563259571790695, 0.20924769341945648, -0.13984917104244232, -0.061129018664360046, -0.08128267526626587, 0.00976262241601944, 0.1406535655260086, -0.16831713914871216, -0.035677067935466766, 0.25801435112953186, -0.4303591847419739, 0.4798744320869446, -0.17207647860050201, 0.15309232473373413, 0.14193278551101685, -1000000000.0, 0.28844529390335083, -0.08617554605007172, -0.1523105949163437, -0.06165851652622223, -0.14555217325687408, -1000000000.0, -0.10306467860937119, 0.03566182777285576, -0.21006077527999878, -0.2032870352268219, 0.02530965954065323, 0.05846719443798065, -0.02080853469669819, 0.011865992099046707]",0.0,0.0,0.0,0.0
