update,environment,trajectories_per_batch,transitions,cumulative_trajectories,advantage_mean,advantage_std,value_loss,policy_loss,entropy,approximate_kl,clip_fraction,actor_gradient_norm,value_gradient_norm,mean_training_terminal_cost,entropy_t1,entropy_t2,entropy_t3,validation_mean_u_ctrl,validation_std_u_ctrl,validation_median_u_ctrl,validation_q10_u_ctrl,validation_q90_u_ctrl,validation_safety,validation_dominant_sequence,validation_dominant_sequence_fraction,validation_unique_sequences,validation_sequence_entropy,validation_entropy_t1,validation_entropy_t2,validation_entropy_t3,validation_unique_sequence_count,validation_xi2_action_variation_across_y1_bins,validation_xi3_action_variation_across_y1_y2_bins,validation_mi_y1_xi2,validation_mi_y1y2_xi3,validation_observation_action_mutual_information,validation_classification,validation_n_bins,validation_deterministic_policy_evaluation,best_validation_so_far
1,ieee5_full,12,36,12,-0.7930167346050341,0.1270264080010543,0.024488816037774086,-0.12987428903579712,3.3560667037963867,0.04181988537311554,0.3888888955116272,0.4183351695537567,0.7815641760826111,0.9083333333333333,3.384101629257202,3.3546483516693115,3.3238284587860107,0.9000000000000002,0.07071067811865474,0.9,0.8,1.0,1.0,"[9, 2, 15]",0.5833333333333334,2,0.6791932659915256,3.384147882461548,3.3570767442385354,3.327834884325663,2,1,2,0.0,0.6791932659915256,0.6791932659915256,observation-dependent adaptive,5,True,0.9000000000000002
2,ieee5_full,12,36,24,0.15457500900907648,0.1220453872016962,0.01122380793094635,-0.11676536500453949,3.346615791320801,0.0018969178199768066,0.1944444477558136,0.6689097881317139,0.3373877704143524,0.8666666666666667,3.367457151412964,3.35003924369812,3.3151731491088867,,,,,,,,,,,,,,,,,,,,,,,
3,ieee5_full,12,36,36,0.007330104825397326,0.15099127368858234,0.011150656268000603,-0.09798342734575272,3.3360395431518555,-0.003614577930420637,0.0833333358168602,0.79539954662323,0.11824160814285278,0.8166666666666668,3.3471202850341797,3.3433401584625244,3.309342622756958,,,,,,,,,,,,,,,,,,,,,,,
4,ieee5_full,12,36,48,-0.0005067317883173688,0.13038899315841435,0.007839190773665905,-0.0924101397395134,3.3203630447387695,-0.005423353984951973,0.1111111119389534,0.7921736836433411,0.11662881076335907,0.8166666666666668,3.3210361003875732,3.3317582607269287,3.295957565307617,,,,,,,,,,,,,,,,,,,,,,,
5,ieee5_full,12,36,60,-0.09990025439196162,0.10297371415463123,0.00847592018544674,-0.07386108487844467,3.3081369400024414,0.012003719806671143,0.02777777798473835,0.966901957988739,0.3162141740322113,0.9166666666666666,3.300312042236328,3.3318140506744385,3.285292387008667,,,,,,,,,,,,,,,,,,,,,,,
6,ieee5_full,12,36,72,0.0690323770302865,0.07569582975611874,0.0036561964079737663,-0.07376165688037872,3.300931930541992,-0.0004797180590685457,0.0833333358168602,0.6965429186820984,0.1595599204301834,0.9416666666666668,3.2788212299346924,3.336080312728882,3.282864570617676,,,,,,,,,,,,,,,,,,,,,,,
7,ieee5_full,12,36,84,0.057651509051521624,0.11200191090519557,0.006708822678774595,-0.07005338370800018,3.2902793884277344,0.0032577449455857277,0.02777777798473835,0.9722263813018799,0.11424443870782852,0.8166666666666669,3.256946325302124,3.3294837474823,3.276895761489868,,,,,,,,,,,,,,,,,,,,,,,
8,ieee5_full,12,36,96,-0.10853065751989681,0.12617364224057082,0.008173458278179169,-0.07609634101390839,3.2761051654815674,0.017391331493854523,0.0555555559694767,0.965347409248352,0.1234753206372261,0.8916666666666667,3.2366549968719482,3.317495584487915,3.2675492763519287,,,,,,,,,,,,,,,,,,,,,,,
9,ieee5_full,12,36,108,0.05007927500042649,0.09101066298404878,0.00397334573790431,-0.06210856884717941,3.2733845710754395,-0.012578745372593403,0.0555555559694767,0.9793102741241455,0.044231634587049484,0.8916666666666667,3.2353694438934326,3.3139140605926514,3.2720909118652344,,,,,,,,,,,,,,,,,,,,,,,
10,ieee5_full,12,36,120,-0.01158164919167758,0.09013266252967775,0.004267292097210884,-0.06091825291514397,3.272458076477051,0.03281960263848305,0.0,0.9343220591545105,0.09307451546192169,0.9,3.229095458984375,3.3155784606933594,3.2713377475738525,0.875,0.10897247358851685,0.9,0.71,1.0,1.0,"[4, 29, 10]",1.0,1,-0.0,3.2292094230651855,3.304936110973358,3.271459182103475,1,1,1,0.0,0.0,0.0,effectively nonadaptive,5,True,0.875
11,ieee5_full,12,36,132,0.026589430198901226,0.10972668640210616,0.005355829373002052,-0.05150742828845978,3.264662981033325,0.004713820293545723,0.0,1.0703262090682983,0.03005223535001278,0.8583333333333334,3.208514928817749,3.3086864948272705,3.268603563308716,,,,,,,,,,,,,,,,,,,,,,,
