epoch,train_mean_u_ctrl,validation_mean_u_ctrl,validation_safety,best_so_far_validation_u_ctrl,policy_entropy,dominant_sequence_fraction,unique_sequence_count,grad_norm,advantage_mean,advantage_std,terminal_cost_unique_count,terminal_cost_modal_fraction,fixed_validation_mean_u_ctrl
0,0.8692307692307691,0.8416666666666668,1.0,0.8416666666666668,1.7536100584727068,1.0,1,0.07121392073375839,0.09807692307692308,0.11600793178350519,5,0.38461538461538464,0.8416666666666668
1,0.8884615384615385,0.8416666666666668,1.0,0.8416666666666668,1.7114279247247255,1.0,1,0.04912819473871163,0.08653846153846152,0.10053481248159794,5,0.36538461538461536,0.8416666666666668
2,0.8865384615384614,0.8416666666666668,1.0,0.8416666666666668,1.721084129351836,1.0,1,0.06866262028259891,0.07788461538461539,0.09115364329740493,5,0.38461538461538464,0.8416666666666668
3,0.9173076923076924,0.8416666666666668,1.0,0.8416666666666668,1.739329484792856,1.0,1,0.03609736104096685,0.06249999999999999,0.07524000061342165,4,0.4807692307692308,0.8416666666666668
4,0.9192307692307693,0.8416666666666668,1.0,0.8416666666666668,1.7264330616364112,1.0,1,0.036430521469031064,0.06826923076923076,0.08087790308298423,4,0.4230769230769231,0.8416666666666668
5,0.9288461538461539,0.8416666666666668,1.0,0.8416666666666668,1.743792107472053,1.0,1,0.03233288813914571,0.05480769230769231,0.0810149650139591,5,0.5576923076923077,0.8416666666666668
6,0.9038461538461539,0.8416666666666668,1.0,0.8416666666666668,1.7508754294652205,1.0,1,0.07440075863684927,0.075,0.09224757657854966,5,0.4230769230769231,0.8416666666666668
7,0.8884615384615385,0.8416666666666668,1.0,0.8416666666666668,1.735894384292456,1.0,1,0.05359050578304699,0.08269230769230769,0.09450509519465858,5,0.4230769230769231,0.8416666666666668
8,0.8961538461538459,0.8416666666666668,1.0,0.8416666666666668,1.7083173508827503,1.0,1,0.0434352524046387,0.08076923076923077,0.09714869954088531,5,0.4230769230769231,0.8416666666666668
9,0.8923076923076921,0.8416666666666668,1.0,0.8416666666666668,1.746252213533108,1.0,1,0.07447131936039243,0.08942307692307692,0.09371424367435092,5,0.4807692307692308,0.8416666666666668
10,0.8865384615384616,0.8416666666666668,1.0,0.8416666666666668,1.7268606493106256,1.0,1,0.05742776340671948,0.08846153846153845,0.10946345746736696,5,0.38461538461538464,0.8416666666666668
11,0.8769230769230769,0.8416666666666668,1.0,0.8416666666666668,1.699626244031466,1.0,1,0.04826998657413891,0.09230769230769229,0.09526512366539105,5,0.36538461538461536,0.8416666666666668
12,0.9000000000000001,0.8416666666666668,1.0,0.8416666666666668,1.7056963535455556,1.0,1,0.04204385009195123,0.07019230769230769,0.09915974649747641,5,0.46153846153846156,0.8416666666666668
13,0.8730769230769229,0.8416666666666668,1.0,0.8416666666666668,1.6955632521555974,1.0,1,0.04660342128149101,0.09134615384615381,0.11038444786907686,5,0.36538461538461536,0.8416666666666668
14,0.9019230769230767,0.8416666666666668,1.0,0.8416666666666668,1.6956669825773973,1.0,1,0.040365735068917274,0.07499999999999998,0.09430922950184022,4,0.4230769230769231,0.8416666666666668
15,0.8807692307692309,0.8416666666666668,1.0,0.8416666666666668,1.6951185556558461,1.0,1,0.046551073768309185,0.08942307692307692,0.10064051526899824,5,0.38461538461538464,0.8416666666666668
16,0.8903846153846153,0.8416666666666668,1.0,0.8416666666666668,1.6937019779131963,1.0,1,0.039546246241245954,0.07692307692307693,0.09326427425370877,5,0.4423076923076923,0.8416666666666668
17,0.8980769230769231,0.8416666666666668,1.0,0.8416666666666668,1.6944597317622259,1.0,1,0.04686182817178113,0.0769230769230769,0.09730085108210398,5,0.4230769230769231,0.8416666666666668
18,0.9153846153846155,0.8416666666666668,1.0,0.8416666666666668,1.6938899755477905,1.0,1,0.03830796693052564,0.05480769230769229,0.08219326157612139,5,0.46153846153846156,0.8416666666666668
19,0.9192307692307692,0.8416666666666668,1.0,0.8416666666666668,1.694392055273056,1.0,1,0.03597043122031859,0.05480769230769232,0.0905430281182842,5,0.5769230769230769,0.8416666666666668
