rollout_id,theta_test_id,sequence,y_obs,u_ctrl_prior,u_ctrl_final,u_req_true,posterior_mean_U,excess_control,safe_total,changed,reduced,increased
0,15,19,2.3591555,1.0,1.0,0.2,0.2760789158653508,0.8,True,False,False,False
1,15,16,1.6142734,1.0,0.7,0.2,0.1338971462699959,0.49999999999999994,True,True,True,False
2,2,8,3.5170544,1.0,0.8,0.3,0.24684875428139302,0.5,True,True,True,False
3,1,26,1.607369,1.0,0.7,0.1,0.21181391985197462,0.6,True,True,True,False
4,2,16,1.7930867,1.0,0.7,0.3,0.2312776167887956,0.39999999999999997,True,True,True,False
5,8,28,6.5698423,1.0,0.5,0.1,0.10544615843667512,0.4,True,True,True,False
6,12,9,2.4023617,1.0,1.0,0.6,0.2766161947255985,0.4,True,False,False,False
7,12,17,1.3557371,1.0,1.0,0.6,0.3403714957309173,0.4,True,False,False,False
8,12,7,1.3984083,1.0,1.0,0.6,0.3467568221917865,0.4,True,False,False,False
9,15,8,3.4582506,1.0,0.8,0.2,0.21334992684718135,0.6000000000000001,True,True,True,False
10,8,10,1.5395562,1.0,1.0,0.1,0.32193873857948413,0.9,True,False,False,False
11,4,9,2.1220022,1.0,0.8,0.4,0.22475438369811884,0.4,True,True,True,False
12,14,11,2.0031487,1.0,0.7,0.3,0.2698701730425126,0.39999999999999997,True,True,True,False
13,10,21,1.5515393,1.0,0.7,0.15,0.12753983671945435,0.5499999999999999,True,True,True,False
14,8,8,6.0455258,1.0,0.8,0.1,0.22029153812591454,0.7000000000000001,True,True,True,False
15,15,17,1.0651719,1.0,1.0,0.2,0.3538157372620401,0.8,True,False,False,False
16,0,21,1.5312861,1.0,0.7,0.1,0.11862721609256724,0.6,True,True,True,False
17,11,27,1.2805677,1.0,1.0,0.1,0.3527681723987549,0.9,True,False,False,False
18,13,16,2.8226581,1.0,0.9,0.45,0.45081122629089687,0.45,True,True,True,False
19,12,26,2.6656461,1.0,1.0,0.6,0.5961182272766653,0.4,True,False,False,False
20,7,6,3.7803338,1.0,1.0,0.6,0.5999999999955012,0.4,True,False,False,False
21,2,19,4.2859441,1.0,0.9,0.3,0.40133224887346464,0.6000000000000001,True,True,True,False
22,0,22,2.8792056,1.0,0.9,0.1,0.25757324200806325,0.8,True,True,True,False
23,2,21,1.8653763,1.0,0.7,0.3,0.2735078183170287,0.39999999999999997,True,True,True,False
24,8,17,1.4984699,1.0,1.0,0.1,0.3517818204975408,0.9,True,False,False,False
25,2,26,1.7270292,1.0,0.7,0.3,0.2622275675325326,0.39999999999999997,True,True,True,False
26,6,0,1.5863051,1.0,1.0,0.6,0.31448806323149003,0.4,True,False,False,False
27,7,11,3.5173042,1.0,1.0,0.6,0.59999769833375,0.4,True,False,False,False
28,3,8,6.6075995,1.0,0.8,0.5,0.1339565989571162,0.30000000000000004,True,True,True,False
29,10,28,3.6905157,1.0,0.8,0.15,0.14817230837323528,0.65,True,True,True,False
30,10,6,1.6612649,1.0,0.7,0.15,0.12374898026258721,0.5499999999999999,True,True,True,False
31,6,6,3.4916188,1.0,1.0,0.6,0.5997032855444037,0.4,True,False,False,False
32,2,20,1.5078788,1.0,1.0,0.3,0.3530476560368713,0.7,True,False,False,False
33,11,28,3.4607645,1.0,0.9,0.1,0.27824683489420476,0.8,True,True,True,False
34,12,17,1.3557371,1.0,1.0,0.6,0.3403714957309173,0.4,True,False,False,False
35,12,3,3.7386699,1.0,0.9,0.6,0.26283593740760447,0.30000000000000004,True,True,True,False
36,5,22,2.6839007,1.0,0.8,0.25,0.27534658307040893,0.55,True,True,True,False
37,13,16,2.8226581,1.0,0.9,0.45,0.45081122629089687,0.45,True,True,True,False
38,15,26,1.5399567,1.0,0.7,0.2,0.16903501574789198,0.49999999999999994,True,True,True,False
39,14,20,2.9552294,1.0,0.8,0.3,0.20565377295458753,0.5,True,True,True,False
40,6,18,3.4650438,1.0,0.8,0.6,0.13779270088815757,0.20000000000000007,True,True,True,False
41,14,14,3.1452859,1.0,1.0,0.3,0.33960460711723117,0.7,True,False,False,False
42,12,11,3.3733606,1.0,1.0,0.6,0.5988416985713062,0.4,True,False,False,False
43,13,15,2.1765453,1.0,0.9,0.45,0.2799144636177848,0.45,True,True,True,False
44,5,25,1.7529302,1.0,1.0,0.25,0.31610171042107904,0.75,True,False,False,False
45,6,12,1.3840214,1.0,1.0,0.6,0.3487902324943911,0.4,True,False,False,False
46,12,4,2.410898,1.0,1.0,0.6,0.26176561370925233,0.4,True,False,False,False
47,12,5,1.8658225,1.0,1.0,0.6,0.2834857845412042,0.4,True,False,False,False
48,0,14,3.9817625,1.0,0.9,0.1,0.33365608157169846,0.8,True,True,True,False
49,12,20,2.47707,1.0,0.9,0.6,0.26995090116624537,0.30000000000000004,True,True,True,False
50,15,2,0.96958937,1.0,1.0,0.2,0.3598335502839602,0.8,True,False,False,False
51,2,16,1.7930867,1.0,0.7,0.3,0.2312776167887956,0.39999999999999997,True,True,True,False
52,3,25,2.0694435,1.0,0.9,0.5,0.2769651522423031,0.4,True,True,True,False
53,9,15,1.9709299,1.0,1.0,0.35,0.2657747313364908,0.65,True,False,False,False
54,10,24,5.0313892,1.0,0.7,0.15,0.17442406029402283,0.5499999999999999,True,True,True,False
55,5,26,1.5859387,1.0,0.7,0.25,0.19833793095625066,0.44999999999999996,True,True,True,False
56,4,28,3.1386719,1.0,1.0,0.4,0.2783257067470104,0.6,True,False,False,False
57,1,3,4.4006335,1.0,0.9,0.1,0.2763340170107091,0.8,True,True,True,False
58,10,22,2.4626503,1.0,0.6,0.15,0.10373624413037699,0.44999999999999996,True,True,True,False
59,5,3,6.2258794,1.0,0.8,0.25,0.33900830717060615,0.55,True,True,True,False
60,8,15,1.4923602,1.0,1.0,0.1,0.3270905096673169,0.9,True,False,False,False
61,3,29,5.097029,1.0,0.8,0.5,0.29269687421910906,0.30000000000000004,True,True,True,False
62,8,11,1.6527219,1.0,0.7,0.1,0.1287271447767604,0.6,True,True,True,False
63,12,12,1.0955735,1.0,1.0,0.6,0.3633172143183744,0.4,True,False,False,False
64,3,26,2.8756792,1.0,1.0,0.5,0.599999736445968,0.5,True,False,False,False
65,6,10,1.487048,1.0,0.9,0.6,0.31161301815033016,0.30000000000000004,True,True,True,False
66,10,20,1.6348733,1.0,0.9,0.15,0.31156580646532783,0.75,True,True,True,False
67,11,17,1.0618296,1.0,1.0,0.1,0.3535306748090161,0.9,True,False,False,False
68,1,18,4.6104034,1.0,0.9,0.1,0.2556383769839265,0.8,True,True,True,False
69,4,29,2.4823531,1.0,0.9,0.4,0.26247898846418694,0.5,True,True,True,False
70,9,11,2.0699623,1.0,0.7,0.35,0.2776994192846768,0.35,True,True,True,False
71,12,18,3.7103533,1.0,0.8,0.6,0.25199613439410373,0.20000000000000007,True,True,True,False
72,9,9,2.6066654,1.0,1.0,0.35,0.2602569895661366,0.65,True,False,False,False
73,6,13,3.4235065,1.0,0.8,0.6,0.15875145564151424,0.20000000000000007,True,True,True,False
74,0,7,2.422434,1.0,0.9,0.1,0.26812446978519316,0.8,True,True,True,False
75,12,7,1.3984083,1.0,1.0,0.6,0.3467568221917865,0.4,True,False,False,False
76,15,14,2.3856827,1.0,1.0,0.2,0.28561905936549026,0.8,True,False,False,False
77,11,26,1.272602,1.0,0.6,0.1,0.08492030136729836,0.5,True,True,True,False
78,1,2,1.7565347,1.0,0.7,0.1,0.17882853155676146,0.6,True,True,True,False
79,8,15,1.4923602,1.0,1.0,0.1,0.3270905096673169,0.9,True,False,False,False
80,6,10,1.487048,1.0,0.9,0.6,0.31161301815033016,0.30000000000000004,True,True,True,False
81,0,22,2.8792056,1.0,0.9,0.1,0.25757324200806325,0.8,True,True,True,False
82,1,28,4.7810409,1.0,0.9,0.1,0.3218925853349923,0.8,True,True,True,False
83,5,16,1.8372587,1.0,0.7,0.25,0.24842859238548937,0.44999999999999996,True,True,True,False
84,7,10,1.4197076,1.0,1.0,0.6,0.32752922307556387,0.4,True,False,False,False
85,1,23,4.7398726,1.0,0.9,0.1,0.22750947200739605,0.8,True,True,True,False
86,13,21,2.6220487,1.0,0.9,0.45,0.4486536966780945,0.45,True,True,True,False
87,0,17,2.4771922,1.0,0.8,0.1,0.2618237856158945,0.7000000000000001,True,True,True,False
88,15,5,2.8911781,1.0,0.8,0.2,0.2723736452443938,0.6000000000000001,True,True,True,False
89,12,15,2.1473652,1.0,0.9,0.6,0.2875255640567894,0.30000000000000004,True,True,True,False
90,15,10,3.0583384,1.0,0.8,0.2,0.3317422342049331,0.6000000000000001,True,True,True,False
91,8,21,1.5719651,1.0,0.7,0.1,0.13865100636144753,0.6,True,True,True,False
92,14,28,5.3474738,1.0,1.0,0.3,0.5077522200706822,0.7,True,False,False,False
93,3,26,2.8756792,1.0,1.0,0.5,0.599999736445968,0.5,True,False,False,False
94,6,15,1.7101656,1.0,1.0,0.6,0.34706998336739414,0.4,True,False,False,False
95,13,2,1.2964327,1.0,1.0,0.45,0.345089519457664,0.55,True,False,False,False
96,9,12,1.2759522,1.0,1.0,0.35,0.34044057306800013,0.65,True,False,False,False
97,14,11,2.0031487,1.0,0.7,0.3,0.2698701730425126,0.39999999999999997,True,True,True,False
98,3,7,1.7919033,1.0,0.7,0.5,0.17824103626226998,0.19999999999999996,True,True,True,False
99,7,28,5.0442819,1.0,0.8,0.6,0.10176375420100088,0.20000000000000007,True,True,True,False
100,10,18,3.5484049,1.0,0.8,0.15,0.20487023785486844,0.65,True,True,True,False
101,4,5,1.1501711,1.0,1.0,0.4,0.32515632468303385,0.6,True,False,False,False
102,8,28,6.5698423,1.0,0.5,0.1,0.10544615843667512,0.4,True,True,True,False
103,6,27,1.6414898,1.0,1.0,0.6,0.3512135332331971,0.4,True,False,False,False
104,7,3,4.8675677,1.0,1.0,0.6,0.48662957923797806,0.4,True,False,False,False
105,7,21,3.205718,1.0,1.0,0.6,0.5999995199015198,0.4,True,False,False,False
106,5,13,6.3959038,1.0,0.8,0.25,0.32651825828545333,0.55,True,True,True,False
107,3,4,4.378986,1.0,0.9,0.5,0.354816145070367,0.4,True,True,True,False
108,7,27,1.7945475,1.0,1.0,0.6,0.3426897506340848,0.4,True,False,False,False
109,11,14,3.6238591,1.0,1.0,0.1,0.3097868332566526,0.9,True,False,False,False
110,13,24,2.5014934,1.0,1.0,0.45,0.28719426322463515,0.55,True,False,False,False
111,0,11,1.465525,1.0,0.6,0.1,0.09297105798508795,0.5,True,True,True,False
112,15,1,1.7068814,1.0,0.7,0.2,0.13228493101751268,0.49999999999999994,True,True,True,False
113,0,7,2.422434,1.0,0.9,0.1,0.26812446978519316,0.8,True,True,True,False
114,0,23,3.3059818,1.0,0.9,0.1,0.28356899488873777,0.8,True,True,True,False
115,9,10,1.7951567,1.0,1.0,0.35,0.24655564905806496,0.65,True,False,False,False
116,11,17,1.0618296,1.0,1.0,0.1,0.3535306748090161,0.9,True,False,False,False
117,2,24,4.5087008,1.0,0.9,0.3,0.36611820790795574,0.6000000000000001,True,True,True,False
118,5,6,1.9323301,1.0,0.7,0.25,0.25030904514257973,0.44999999999999996,True,True,True,False
119,6,27,1.6414898,1.0,1.0,0.6,0.3512135332331971,0.4,True,False,False,False
120,14,24,3.3990819,1.0,0.9,0.3,0.3252385368742481,0.6000000000000001,True,True,True,False
121,9,14,2.5388957,1.0,0.9,0.35,0.24096981867805672,0.55,True,True,True,False
