prior_u_ctrl,unique_final_u_ctrl_count,final_u_ctrl_mean,final_u_ctrl_std,final_u_ctrl_min,final_u_ctrl_median,final_u_ctrl_max,fraction_changed_from_prior,fraction_reduced_from_prior,fraction_increased_from_prior,true_safety_rate,mean_excess_control,real_spearman,shuffled_spearman,gate_passed
1.0,7,0.8813000000000001,0.1275355244627943,0.45,0.9,1.0,0.579,0.579,0.0,1.0,0.568,0.34552797269327057,-0.0054863277037167394,True
