method,theta_test_id,rollout_id,sequence,y_obs,u_ctrl,u_req_true,excess_control,safe_total,runtime_s,exact_tie_count,near_tie_count,average_co_tied_actions
advanced_random_init_dad,15,79,"[23, 28, 24]","[3.47058265359435, 3.620566791862503, 2.4131984160946787]",0.72,0.2,0.52,True,0.004399167234078049,0,0,nan
advanced_random_init_dad,0,80,"[23, 28, 24]","[3.1574452358995813, 3.395315135017391, 4.207022635427477]",0.8,0.1,0.7000000000000001,True,0.0041933789849281315,0,0,nan
advanced_random_init_dad,1,81,"[23, 28, 24]","[4.828214235771549, 4.946425208125993, 7.179575501425634]",0.8200000000000001,0.1,0.7200000000000001,True,0.0038335221353918312,0,0,nan
advanced_random_init_dad,2,82,"[23, 28, 24]","[3.731346936628519, 3.780654523010192, 4.525311104311797]",0.8800000000000001,0.3,0.5800000000000001,True,0.0038533338345587255,0,0,nan
advanced_random_init_dad,3,83,"[23, 28, 24]","[6.978559552680353, 7.125824160426982, 4.804001486714036]",0.8400000000000001,0.5,0.3400000000000001,True,0.00383163639344275,0,0,nan
advanced_random_init_dad,4,84,"[23, 28, 24]","[3.0245577746829295, 3.0680245354612423, 2.2406777237711606]",0.96,0.4,0.5599999999999999,True,0.0037922099698334934,0,0,nan
advanced_random_init_dad,5,85,"[23, 28, 24]","[6.814175425664145, 6.913979262826449, 2.3130320174167096]",0.72,0.25,0.47,True,0.0038025383837521076,0,0,nan
advanced_random_init_dad,6,86,"[23, 28, 24]","[3.5487447253771, 3.6804397604380124, 3.021991303874292]",0.9199999999999999,0.6,0.31999999999999995,True,0.0037726803217083215,0,0,nan
advanced_random_init_dad,7,87,"[23, 28, 24]","[5.143481232901524, 5.250100828055156, 6.589258276366968]",1.0,0.6,0.4,True,0.003779678558930755,0,0,nan
advanced_random_init_dad,8,88,"[23, 28, 24]","[6.383594903505444, 6.692428145378628, 2.639120761042249]",0.6599999999999999,0.1,0.5599999999999999,True,0.003850389178842306,0,0,nan
advanced_random_init_dad,9,89,"[23, 28, 24]","[7.5463324907975515, 7.836584100350596, 2.7420923103524077]",0.8,0.35,0.45000000000000007,True,0.0038185216020792724,0,0,nan
advanced_random_init_dad,10,90,"[23, 28, 24]","[3.67926140283346, 3.744769783459261, 5.022730144574103]",0.8400000000000001,0.15,0.6900000000000001,True,0.0038457119837403296,0,0,nan
advanced_random_init_dad,11,91,"[23, 28, 24]","[3.1036762123131547, 3.370309103462875, 3.7804593656489605]",0.76,0.1,0.66,True,0.003897269768640399,0,0,nan
advanced_random_init_dad,12,92,"[23, 28, 24]","[3.844155013708639, 4.013350335470712, 2.579429000567439]",0.8800000000000001,0.6,0.28000000000000014,True,0.003854820225387812,0,0,nan
advanced_random_init_dad,13,93,"[23, 28, 24]","[3.5023165971547017, 3.590570693065135, 2.2631107598240305]",0.8400000000000001,0.45,0.39000000000000007,True,0.0038447117432951925,0,0,nan
