update,mean_train_u_ctrl,mean_train_control_cost,method,update_seconds,trajectories_sampled,policy_entropy,validation_mean_u_ctrl,validation_mean_mocu,validation_n_unique_sequences,validation_sequence_entropy,validation_unique_frac,validation_under_control_rate,validation_valid,validation_mean_shortfall,validation_checkpoint_score,validation_meets_unique_floor
1,0.21621094644069672,0.21621094644069672,DAD,0.23566579818725586,64,3.9719042778015137,,,,,,,,,,
2,0.2123437523841858,0.2123437523841858,DAD,0.02941274642944336,128,3.971858501434326,,,,,,,,,,
3,0.20847655832767487,0.20847655832767487,DAD,0.027335166931152344,192,3.971169948577881,,,,,,,,,,
4,0.21867185831069946,0.21867185831069946,DAD,0.02256608009338379,256,3.9696173667907715,,,,,,,,,,
5,0.21480467915534973,0.21480467915534973,DAD,0.024660825729370117,320,3.9678592681884766,,,,,,,,,,
6,0.22535155713558197,0.22535155713558197,DAD,0.023827791213989258,384,3.96585750579834,,,,,,,,,,
7,0.2197265625,0.2197265625,DAD,0.022655963897705078,448,3.9634995460510254,,,,,,,,,,
8,0.2137499898672104,0.2137499898672104,DAD,0.02611517906188965,512,3.961392402648926,,,,,,,,,,
9,0.20812499523162842,0.20812499523162842,DAD,0.020418643951416016,576,3.9590587615966797,,,,,,,,,,
10,0.22253906726837158,0.22253906726837158,DAD,0.020353078842163086,640,3.956942319869995,,,,,,,,,,
11,0.21128906309604645,0.21128906309604645,DAD,0.028767108917236328,704,3.9546308517456055,,,,,,,,,,
12,0.20742186903953552,0.20742186903953552,DAD,0.027618885040283203,768,3.9522206783294678,,,,,,,,,,
13,0.2204296886920929,0.2204296886920929,DAD,0.032219886779785156,832,3.949624538421631,,,,,,,,,,
14,0.21445311605930328,0.21445311605930328,DAD,0.020508289337158203,896,3.946953296661377,,,,,,,,,,
15,0.2014453113079071,0.2014453113079071,DAD,0.0185546875,960,3.9443883895874023,,,,,,,,,,
16,0.20707032084465027,0.20707032084465027,DAD,0.018821239471435547,1024,3.9418394565582275,,,,,,,,,,
17,0.21796876192092896,0.21796876192092896,DAD,0.0198211669921875,1088,3.938025951385498,,,,,,,,,,
