rollout_id,theta_test_id,sequence,y_obs,u_ctrl_prior,u_ctrl_final,u_req_true,posterior_mean_U,excess_control,safe_total,changed,reduced,increased
0,15,19 23 8 10,2.3334394 3.5396734 3.4551981 2.9636912,1.0,1.0,0.2,0.44999999939228075,0.8,True,False,False,False
1,15,16 22 11 1,1.5390775 1.2981456 1.6022298 1.8733923,1.0,0.8,0.2,0.2400101367279986,0.6000000000000001,True,True,True,False
2,2,8 6 10 25,3.6818606 2.0818173 1.1983859 1.6596704,1.0,0.8,0.3,0.2501139296710891,0.5,True,True,True,False
3,1,26 29 3 12,1.7391769 7.5995623 4.2954019 1.9531811,1.0,0.8,0.1,0.25,0.7000000000000001,True,True,True,False
4,2,16 17 6 7,1.7872509 1.9002034 2.1960056 1.8773925,1.0,0.8,0.3,0.25000002797243775,0.5,True,True,True,False
5,8,28 11 18 6,6.6344348 1.625957 6.3107708 1.6436779,1.0,0.6,0.1,0.05,0.5,True,True,True,False
6,12,9 0 6 28,2.395508 1.9895669 3.5478815 4.0040065,1.0,1.0,0.6,0.3999496981963097,0.4,True,False,False,False
7,12,17 8 15 29,1.2113077 3.8652971 2.3175618 2.7194452,1.0,0.7,0.6,0.15,0.09999999999999998,True,True,True,False
8,12,7 8 1 28,1.4465835 3.7717081 3.5554237 4.0161631,1.0,1.0,0.6,0.45,0.4,True,False,False,False
9,15,8 19 18 20,3.3235208 2.3501122 3.4927254 3.3312588,1.0,1.0,0.2,0.4499999999999997,0.8,True,False,False,False
10,8,10 9 16 29,1.3814151 2.5569611 1.4818576 2.6908322,1.0,0.7,0.1,0.14288790920361788,0.6,True,True,True,False
11,4,9 16 28 29,2.1138163 2.4428923 3.0710115 2.4290108,1.0,1.0,0.4,0.4026947486577489,0.6,True,False,False,False
12,14,11 20 7 10,2.1433823 2.7302488 1.1110609 2.4692626,1.0,0.9,0.3,0.2999999999917696,0.6000000000000001,True,True,True,False
13,10,21 4 15 19,1.4066395 4.5605508 1.6497516 4.7901679,1.0,0.8,0.15,0.25000000000132755,0.65,True,True,True,False
14,8,8 4 9 12,6.0532978 2.3703606 2.4625235 1.5440366,1.0,0.6,0.1,0.05,0.5,True,True,True,False
15,15,17 27 1 11,1.1358692 1.3665117 1.8157031 1.6765211,1.0,0.8,0.2,0.23813246666289356,0.6000000000000001,True,True,True,False
16,0,21 1 0 12,1.3723963 1.5570598 1.6763687 2.4225182,1.0,0.7,0.1,0.09125107696901648,0.6,True,True,True,False
17,11,27 20 26 1,1.3570016 3.2236787 1.1544923 1.481943,1.0,0.9,0.1,0.25372096738954525,0.8,True,True,True,False
18,13,16 19 23 18,2.7332384 2.2911458 3.527643 3.4504864,1.0,1.0,0.45,0.45,0.55,True,False,False,False
19,12,26 18 29 6,2.6717017 3.7874424 2.7813493 3.5932811,1.0,1.0,0.6,0.45,0.4,True,False,False,False
20,7,6 24 9 26,3.7343541 6.4642402 6.1464978 2.6949527,1.0,1.0,0.6,0.45,0.4,True,False,False,False
21,2,19 6 1 5,4.5976028 2.1132575 2.0886071 1.2558693,1.0,0.8,0.3,0.2500000092939603,0.5,True,True,True,False
22,0,22 1 6 18,2.7900784 1.5075063 1.713486 3.3293067,1.0,0.7,0.1,0.14999954779009073,0.6,True,True,True,False
23,2,21 8 18 22,1.8863502 3.6227695 3.7397425 2.1641298,1.0,0.8,0.3,0.2500003581318023,0.5,True,True,True,False
24,8,17 12 6 4,1.7317663 1.5211827 1.7195986 2.3877574,1.0,0.8,0.1,0.25000040108906274,0.7000000000000001,True,True,True,False
25,2,26 18 21 1,1.858406 3.5968442 1.8640857 2.1721365,1.0,0.8,0.3,0.25011960989059534,0.5,True,True,True,False
26,6,0 13 3 14,1.4279075 3.4336212 3.4399496 2.8358586,1.0,0.9,0.6,0.3473813974437839,0.30000000000000004,True,True,True,False
27,7,11 14 9 0,3.6447977 6.1008917 6.0863293 1.4701932,1.0,1.0,0.6,0.45,0.4,True,False,False,False
28,3,8 6 24 25,6.6205412 3.4090229 4.6252293 2.1577888,1.0,0.9,0.5,0.35,0.4,True,True,True,False
29,10,28 15 26 8,3.7638921 1.4932045 1.470986 3.3000083,1.0,0.8,0.15,0.24999112752716893,0.65,True,True,True,False
30,10,6 4 29 13,1.6691762 4.6055223 5.3385842 3.3058419,1.0,0.9,0.15,0.30000000001449034,0.75,True,True,True,False
31,6,6 17 2 15,3.5657302 1.4324564 1.1345664 1.6629827,1.0,1.0,0.6,0.5999999999999938,0.4,True,False,False,False
32,2,20 5 9 7,1.4000076 1.2037843 4.1920969 1.9189682,1.0,0.9,0.3,0.29999307190872593,0.6000000000000001,True,True,True,False
33,11,28 1 16 6,3.5053176 1.5293974 1.488896 1.6268996,1.0,0.7,0.1,0.05980067190918359,0.6,True,True,True,False
34,12,17 8 21 28,1.3061218 3.6101473 3.0632564 4.1746597,1.0,1.0,0.6,0.45,0.4,True,False,False,False
35,12,3 6 29 1,3.5755827 3.5861346 2.722972 3.6580568,1.0,1.0,0.6,0.45,0.4,True,False,False,False
36,5,22 28 20 23,2.6359538 7.0284703 1.5921414 6.8654463,1.0,0.6,0.25,0.05,0.35,True,True,True,False
37,13,16 26 24 11,2.6833982 2.3227534 2.3779106 2.832965,1.0,1.0,0.45,0.40071507458920214,0.55,True,False,False,False
38,15,26 3 5 4,1.6285315 3.3944854 2.8199717 2.1409145,1.0,0.7,0.2,0.1499973130778121,0.49999999999999994,True,True,True,False
39,14,20 18 22 26,2.8814689 5.0142647 1.4552095 1.7571384,1.0,0.9,0.3,0.3,0.6000000000000001,True,True,True,False
40,6,18 9 23 11,3.6268254 2.8844039 3.5389742 3.3714187,1.0,1.0,0.6,0.4499999999999962,0.4,True,False,False,False
41,14,14 19 29 17,3.1822322 3.3036826 3.4142521 1.2790025,1.0,0.9,0.3,0.3002085400603547,0.6000000000000001,True,True,True,False
42,12,11 1 24 19,3.3532474 3.7423968 2.7001224 2.6009596,1.0,1.0,0.6,0.5999999999999993,0.4,True,False,False,False
43,13,15 25 8 28,2.1093978 2.5126602 3.3005059 3.4841298,1.0,1.0,0.45,0.37821820317075217,0.55,True,False,False,False
44,5,25 24 28 22,1.5031938 2.4156287 7.0846598 2.5413266,1.0,0.6,0.25,0.05,0.35,True,True,True,False
45,6,12 26 5 21,1.2637166 2.6521307 1.5334917 2.9971316,1.0,1.0,0.6,0.5999999935276028,0.4,True,False,False,False
46,12,4 25 13 1,2.4504413 2.7061983 3.7954181 3.6607449,1.0,1.0,0.6,0.4,0.4,True,False,False,False
47,12,5 28 26 29,2.00039 3.9567732 2.5926657 2.6167129,1.0,1.0,0.6,0.31226211688496763,0.4,True,False,False,False
48,0,14 3 19 12,3.9492555 3.0904058 4.1329673 2.4103212,1.0,0.9,0.1,0.3,0.8,True,True,True,False
49,12,20 16 25 29,2.1626362 3.4020074 2.6153159 2.7705125,1.0,1.0,0.6,0.6,0.4,True,False,False,False
50,15,2 0 5 20,1.1167126 2.7548281 2.9925257 3.541888,1.0,0.9,0.2,0.3500000051555784,0.7,True,True,True,False
51,2,16 22 9 19,1.8109101 2.0561147 4.2106668 4.3835092,1.0,0.8,0.3,0.2503380469423676,0.5,True,True,True,False
52,3,25 29 24 26,2.235898 5.0427903 4.6862392 2.6923241,1.0,1.0,0.5,0.45,0.5,True,False,False,False
53,9,15 20 4 6,1.8797711 1.9301533 2.5257894 2.1889412,1.0,0.9,0.35,0.2999537529176788,0.55,True,True,True,False
54,10,24 26 4 12,5.0348633 1.5260158 4.5814646 2.3275791,1.0,0.6,0.15,0.050000000001033086,0.44999999999999996,True,True,True,False
55,5,26 14 22 24,1.8072511 2.1740978 2.5892583 2.4968257,1.0,0.7,0.25,0.1499276871495411,0.44999999999999996,True,True,True,False
56,4,28 20 27 14,3.0412492 1.3405477 1.8498618 2.2760815,1.0,0.8,0.4,0.25003305043928026,0.4,True,True,True,False
57,1,3 21 17 1,4.5658822 1.5180482 1.9929736 1.7584908,1.0,0.9,0.1,0.2999802272830241,0.8,True,True,True,False
58,10,22 11 25 23,2.6236822 1.5661019 1.8617607 3.5858903,1.0,0.7,0.15,0.15000000267664843,0.5499999999999999,True,True,True,False
59,5,3 24 9 12,6.2832366 2.4762525 2.3084863 2.4686484,1.0,0.6,0.25,0.050000020370778074,0.35,True,True,True,False
60,8,15 14 17 16,1.4697769 2.5418666 1.6632478 1.4023847,1.0,0.8,0.1,0.246910776646087,0.7000000000000001,True,True,True,False
61,3,29 19 27 14,5.1257167 4.7401665 2.1544579 4.3900233,1.0,1.0,0.5,0.4194962503497738,0.5,True,False,False,False
62,8,11 24 18 21,1.5617793 2.7349074 6.306614 1.5567763,1.0,0.6,0.1,0.05000000000000013,0.5,True,True,True,False
63,12,12 17 27 19,1.194088 1.4068084 1.6959508 2.5367097,1.0,0.9,0.6,0.2727569593206,0.30000000000000004,True,True,True,False
