epoch,train_mean_u_ctrl,validation_mean_u_ctrl,validation_safety,best_so_far_validation_u_ctrl,policy_entropy,dominant_sequence_fraction,unique_sequence_count,grad_norm,advantage_mean,advantage_std,terminal_cost_unique_count,terminal_cost_modal_fraction,fixed_validation_mean_u_ctrl
0,0.8673076923076923,0.8583333333333334,1.0,0.8583333333333334,3.382277635427622,1.0,1,0.07684763254863876,-0.0025843094410541146,0.12552692645769178,5,0.34615384615384615,0.8416666666666668
1,0.8884615384615385,0.8583333333333334,1.0,0.8583333333333334,3.381653932424692,1.0,1,0.06903282978704997,0.00662731251847173,0.11025430456163741,5,0.40384615384615385,0.8416666666666668
2,0.9230769230769232,0.8583333333333334,1.0,0.8583333333333334,3.3815587208821225,1.0,1,0.06359626618879181,-0.01106565068052013,0.09342119979616711,5,0.5384615384615384,0.8416666666666668
3,0.8903846153846152,0.85,1.0,0.85,3.381428049160884,1.0,1,0.05890656342463834,0.007473960200019862,0.10138074023886197,5,0.46153846153846156,0.8416666666666668
4,0.8769230769230769,0.8999999999999999,1.0,0.85,3.381283136514517,1.0,1,0.07887362263032369,-0.005788244320700921,0.1191426015374747,5,0.40384615384615385,0.8416666666666668
5,0.9019230769230767,0.8999999999999999,1.0,0.85,3.3811598741091213,1.0,1,0.0751616039446422,0.0016285238240207932,0.11478009893817566,5,0.5192307692307693,0.8416666666666668
6,0.8846153846153848,0.8999999999999999,1.0,0.85,3.3808782421625576,1.0,1,0.08363563993147441,0.0040700244943177016,0.11940130373897037,5,0.38461538461538464,0.8416666666666668
7,0.9076923076923078,0.8999999999999999,1.0,0.85,3.3801658978829017,1.0,1,0.06392389216593333,5.410184415791535e-05,0.09397165041082402,5,0.40384615384615385,0.8416666666666668
8,0.8961538461538461,0.8999999999999999,1.0,0.85,3.378972901747777,1.0,1,0.06764496916106769,0.0031651965073070045,0.09497872484548293,5,0.36538461538461536,0.8416666666666668
9,0.9057692307692308,0.8999999999999999,1.0,0.85,3.377526113620171,1.0,1,0.07333583065441676,-0.005895707310856101,0.10515799760474992,5,0.4423076923076923,0.8416666666666668
10,0.8788461538461539,0.9166666666666666,1.0,0.85,3.377330073943505,1.0,1,0.07846517967326301,0.008547242242300506,0.11063875046760276,5,0.34615384615384615,0.8416666666666668
11,0.8807692307692309,0.9166666666666666,1.0,0.85,3.377463771746709,1.0,1,0.08473332758460726,-0.0025390103694785927,0.10575805546031054,5,0.4230769230769231,0.8416666666666668
12,0.8942307692307693,0.9083333333333333,1.0,0.85,3.3761396132982693,1.0,1,0.06143937738878386,-0.007572970456571056,0.08417079356537707,5,0.46153846153846156,0.8416666666666668
13,0.8942307692307693,0.9083333333333333,1.0,0.85,3.374483810021327,1.0,1,0.07323252462915011,0.0032935075882050925,0.09982286866567568,5,0.36538461538461536,0.8416666666666668
14,0.894230769230769,0.8999999999999999,1.0,0.85,3.3741675523611216,1.0,1,0.07192303346736091,-0.0023394116056258065,0.11537865624229787,5,0.46153846153846156,0.8416666666666668
15,0.8826923076923077,0.8999999999999999,1.0,0.85,3.3736645029141354,1.0,1,0.09834577781813485,0.002697885285331596,0.12608957098646442,5,0.40384615384615385,0.8416666666666668
16,0.8807692307692307,0.8999999999999999,1.0,0.85,3.3728381257790785,1.0,1,0.07075606233307294,-0.0035672716626463717,0.11510225468172353,5,0.36538461538461536,0.8416666666666668
17,0.8711538461538461,0.8999999999999999,1.0,0.85,3.3669409568493185,1.0,1,0.10726020272289004,0.006414292712058516,0.13433801756159802,5,0.4423076923076923,0.8416666666666668
18,0.8692307692307691,0.8999999999999999,1.0,0.85,3.354444150741284,1.0,1,0.08434588089585304,-0.005468219095899509,0.1098368095791662,5,0.4230769230769231,0.8416666666666668
19,0.9019230769230767,0.85,1.0,0.85,3.3368489696429324,1.0,1,0.08417263254523277,0.004540644728133938,0.09635207356041912,5,0.38461538461538464,0.8416666666666668
20,0.8653846153846152,0.85,1.0,0.85,3.2972087355760427,1.0,1,0.13671325147151947,0.0052529379977487405,0.12318487116826385,5,0.36538461538461536,0.8416666666666668
21,0.9038461538461539,0.85,1.0,0.85,3.206197967896095,1.0,1,0.14011756543602263,-0.008034828147619215,0.1026452677883578,5,0.4423076923076923,0.8416666666666668
22,0.8865384615384616,0.85,1.0,0.85,3.132745550228999,1.0,1,0.17446840394820487,0.003864550238681037,0.11210512949006465,5,0.40384615384615385,0.8416666666666668
23,0.8884615384615385,0.85,1.0,0.85,3.0313693376687856,1.0,1,0.17789530966963088,-0.003937802431465642,0.10097611521576029,5,0.40384615384615385,0.8416666666666668
24,0.8903846153846153,0.85,1.0,0.85,2.913166243296403,1.0,1,0.17682629930121557,0.0030796639490216324,0.10441359007787317,5,0.4423076923076923,0.8416666666666668
