update,mean_train_u_ctrl,mean_train_control_cost,method,update_seconds,trajectories_sampled,policy_entropy,router_entropy,expert_redundancy,max_expert_usage,expert_residual_scale,validation_mean_u_ctrl,validation_mean_mocu,validation_n_unique_sequences,validation_sequence_entropy,validation_unique_frac,validation_under_control_rate,validation_valid,validation_mean_shortfall,validation_checkpoint_score,validation_meets_unique_floor,moe_adaptivity_constraint
1,0.20906250178813934,0.20906250178813934,MoE-sBOED,0.31800365447998047,64,3.328814744949341,1.3840241432189941,0.040402356535196304,0.2736441493034363,0.11925312131643295,,,,,,,,,,,
2,0.18656250834465027,0.18656250834465027,MoE-sBOED,0.0682229995727539,128,3.328143835067749,1.385388970375061,0.012322518043220043,0.26084104180336,0.11933469027280807,,,,,,,,,,,
3,0.19078125059604645,0.19703125953674316,MoE-sBOED,0.06733822822570801,192,3.3274025917053223,1.3859320878982544,0.0439356192946434,0.2544492185115814,0.11936873197555542,,,,,,,,,,,
4,0.19687500596046448,0.19687500596046448,MoE-sBOED,0.06653594970703125,256,3.3260324001312256,1.3859893083572388,0.014632245525717735,0.25357121229171753,0.1194070354104042,,,,,,,,,,,
5,0.19593749940395355,0.19593749940395355,MoE-sBOED,0.06693625450134277,320,3.323617935180664,1.385809302330017,0.008045798167586327,0.25972995162010193,0.11945676803588867,,,,,,,,,,,
6,0.20015625655651093,0.20015625655651093,MoE-sBOED,0.06651687622070312,384,3.3199188709259033,1.385847568511963,0.003345021279528737,0.2592335641384125,0.11947885155677795,,,,,,,,,,,
7,0.19687500596046448,0.19687500596046448,MoE-sBOED,0.06654167175292969,448,3.3125197887420654,1.386114478111267,0.004655081313103437,0.25253233313560486,0.11949475109577179,,,,,,,,,,,
8,0.18703126907348633,0.18703126907348633,MoE-sBOED,0.06734466552734375,512,3.304901123046875,1.3861511945724487,0.0016868425300344825,0.25148656964302063,0.11951207369565964,,,,,,,,,,,
9,0.18937501311302185,0.18937501311302185,MoE-sBOED,0.06645822525024414,576,3.29235577583313,1.3861387968063354,0.001500945072621107,0.2525036036968231,0.11957520246505737,,,,,,,,,,,
10,0.19171875715255737,0.19171875715255737,MoE-sBOED,0.06726861000061035,640,3.2726547718048096,1.3861969709396362,0.0015647076070308685,0.25050273537635803,0.11970914900302887,,,,,,,,,,,
11,0.2123437523841858,0.2123437523841858,MoE-sBOED,0.06628036499023438,704,3.241037130355835,1.38620126247406,0.000758504553232342,0.25221553444862366,0.11986690014600754,,,,,,,,,,,
12,0.18703123927116394,0.18703123927116394,MoE-sBOED,0.06708550453186035,768,3.1997146606445312,1.3862135410308838,0.0014168072957545519,0.2509952783584595,0.11996201425790787,,,,,,,,,,,
13,0.19359374046325684,0.19359374046325684,MoE-sBOED,0.06663990020751953,832,3.1447694301605225,1.3861831426620483,0.0010631376644596457,0.25430113077163696,0.1199670284986496,,,,,,,,,,,
14,0.19078126549720764,0.19078126549720764,MoE-sBOED,0.06688261032104492,896,3.0932016372680664,1.3862040042877197,0.0013246211456134915,0.2531961500644684,0.12001627683639526,,,,,,,,,,,
15,0.19687500596046448,0.19687500596046448,MoE-sBOED,0.06656336784362793,960,3.0621819496154785,1.3861855268478394,0.0002480184193700552,0.25255438685417175,0.12011336535215378,,,,,,,,,,,
16,0.20531250536441803,0.20531250536441803,MoE-sBOED,0.06623291969299316,1024,2.9905879497528076,1.3862102031707764,0.0007262822473421693,0.2527606189250946,0.12021573632955551,,,,,,,,,,,
17,0.1860937476158142,0.1860937476158142,MoE-sBOED,0.0668032169342041,1088,3.018761396408081,1.3860042095184326,0.00043139030458405614,0.25903430581092834,0.12025122344493866,,,,,,,,,,,
18,0.19218748807907104,0.19218748807907104,MoE-sBOED,0.06722307205200195,1152,3.037902355194092,1.3861637115478516,0.0005534816300496459,0.2522641122341156,0.1203388050198555,,,,,,,,,,,
19,0.19031250476837158,0.19031250476837158,MoE-sBOED,0.06667876243591309,1216,3.0165648460388184,1.3860279321670532,0.0012005777098238468,0.2561003863811493,0.12045932561159134,,,,,,,,,,,
20,0.18468749523162842,0.18468749523162842,MoE-sBOED,0.0672295093536377,1280,2.9855058193206787,1.3861761093139648,0.0014952878700569272,0.2531466484069824,0.12058256566524506,,,,,,,,,,,
21,0.18140625953674316,0.1876562535762787,MoE-sBOED,0.06656336784362793,1344,2.9280240535736084,1.3860927820205688,0.0013859906466677785,0.2535425126552582,0.12069828063249588,,,,,,,,,,,
22,0.16312499344348907,0.16312499344348907,MoE-sBOED,0.06735801696777344,1408,2.9206299781799316,1.3861011266708374,0.000439882482169196,0.2557075619697571,0.12072054296731949,,,,,,,,,,,
