update,environment,trajectories_per_batch,transitions,cumulative_trajectories,advantage_mean,advantage_std,value_loss,policy_loss,entropy,approximate_kl,clip_fraction,actor_gradient_norm,value_gradient_norm,mean_training_terminal_cost,entropy_t1,entropy_t2,validation_mean_u_ctrl,validation_std_u_ctrl,validation_median_u_ctrl,validation_q10_u_ctrl,validation_q90_u_ctrl,validation_safety,validation_dominant_sequence,validation_dominant_sequence_fraction,validation_unique_sequences,validation_sequence_entropy,validation_entropy_t1,validation_entropy_t2,best_validation_so_far
1,C0,48,96,48,-0.8587207704832155,0.16774138802676875,0.03342282772064209,-0.05486442148685455,1.6808276176452637,0.03134389594197273,0.2083333283662796,0.25395750999450684,0.933033287525177,0.8562500000000001,1.7671279907226562,1.5795902013778687,0.8666666666666667,0.149071198499986,1.0,0.7,1.0,1.0,"[9, 22]",1.0,1,-0.0,1.7672654390335083,1.5744448577364285,0.8666666666666667
2,C0,48,96,96,0.10033768551299971,0.15024713051527006,0.011484975926578045,-0.04645106568932533,1.6591758728027344,0.025402622297406197,0.21875,0.24207405745983124,0.19955013692378998,0.8937500000000002,1.7598596811294556,1.5533356666564941,,,,,,,,,,,,,
3,C0,48,96,144,0.029274912439286722,0.15270882015151255,0.010257848538458347,-0.04377676546573639,1.6452254056930542,-0.006422576028853655,0.1666666716337204,0.3238113224506378,0.05866100639104843,0.875,1.740890622138977,1.5410465002059937,,,,,,,,,,,,,
4,C0,48,96,192,-0.038222456954419594,0.1390773245737553,0.009170620702207088,-0.0311101246625185,1.6254674196243286,-0.006600590422749519,0.0416666679084301,0.4106364846229553,0.049965742975473404,0.8937500000000002,1.7081443071365356,1.5346226692199707,,,,,,,,,,,,,
5,C0,48,96,240,0.031187633049984786,0.13815711522863044,0.009255304001271725,-0.04269365593791008,1.6062541007995605,-0.002836166648194194,0.0729166641831398,0.450350821018219,0.04843355342745781,0.88125,1.6707459688186646,1.5332422256469727,,,,,,,,,,,,,
6,C0,48,96,288,0.013440986235936503,0.13931252481393297,0.009791456162929535,-0.028669359162449837,1.592075228691101,-0.011546671390533447,0.25,0.18166282773017883,0.12801946699619293,0.85,1.6522797346115112,1.5255241394042969,,,,,,,,,,,,,
7,C0,48,96,336,-0.04731866795818009,0.1310423187490544,0.009540040045976639,-0.03448264300823212,1.5687488317489624,0.025328969582915306,0.0,0.5351127982139587,0.18533217906951904,0.88125,1.5996742248535156,1.5230883359909058,,,,,,,,,,,,,
8,C0,48,96,384,0.040931780685981134,0.13775022952217056,0.010254574008286,-0.009855866432189941,1.5409053564071655,-0.003289689077064395,0.010416666977107525,0.4491271376609802,0.13279084861278534,0.875,1.5799994468688965,1.498339056968689,,,,,,,,,,,,,
9,C0,48,96,432,0.006422588422894507,0.12312880546292283,0.007535140961408615,-0.020768960937857628,1.5301141738891602,0.005228209774941206,0.0416666679084301,0.39660385251045227,0.009406165219843388,0.8250000000000001,1.5689212083816528,1.4818476438522339,,,,,,,,,,,,,
10,C0,48,96,480,-0.04130626638978718,0.13095632543540722,0.008685112930834293,-0.021960610523819923,1.5158697366714478,0.0024010613560676575,0.1666666716337204,0.2899518311023712,0.09917190670967102,0.8812500000000001,1.5490103960037231,1.4732452630996704,0.8666666666666667,0.149071198499986,1.0,0.7,1.0,1.0,"[2, 9]",0.4305555555555556,3,1.0780102856506215,1.5491416454315186,1.574098667336835,0.8666666666666667
