system,particle_count,support_seed,history_id,history_step,theta_id,selection_rule,ESS,normalized_ESS,max_weight,top1_mass,top5_mass,top10_mass,posterior_entropy,n_nonnegligible,weight_threshold,degeneracy_flag,u_cont,u_ctrl,u_quantile
ieee9,2048,101,0,2,0,"permute(master,101)[:2048]",22.460042041073283,0.010966817402867814,0.0789192003983282,0.0789192003983282,0.34786894018683734,0.6008067718628746,3.4164977702995323,119,1e-06,severe_degeneracy,1.22,1.2,0.32
ieee9,1024,101,0,2,0,"permute(master,101)[:1024]",10.233179112294968,0.009993338976850554,0.1467320191002566,0.1467320191002566,0.6270840655731011,0.8826791599558738,2.60841834967359,65,1e-06,severe_degeneracy,1.06,1.12,0.16
ieee9,512,101,0,2,0,"permute(master,101)[:512]",5.173923172479097,0.010105318696248236,0.2781073144329736,0.2781073144329736,0.8667758190774327,0.9779599540581381,1.9168849708519857,37,1e-06,severe_degeneracy,1.06,1.12,0.16
ieee9,256,101,0,2,0,"permute(master,101)[:256]",3.3490866587374537,0.013082369760693179,0.3836988682870518,0.3836988682870518,0.9713303323579605,0.9986819782761647,1.4323497502014364,20,1e-06,severe_degeneracy,0.9,0.96,0.0
ieee9,128,101,0,2,0,"permute(master,101)[:128]",2.4282461104805306,0.018970672738129146,0.4648804122800222,0.4648804122800222,0.9982888296431331,0.9999997704822268,1.0134243303621524,9,1e-06,severe_degeneracy,0.9,0.96,0.0
ieee9,2048,101,0,3,0,"permute(master,101)[:2048]",3.221618971982691,0.0015730561386634234,0.43445939272845463,0.43445939272845463,0.9986901735193667,0.9999946587054889,1.272792751708284,13,1e-06,severe_degeneracy,1.06,1.12,0.16
ieee9,1024,101,0,3,0,"permute(master,101)[:1024]",1.6187277723455507,0.0015807888401812018,0.7432710031441153,0.7432710031441153,0.9999969547695985,0.99999999999199,0.5777727309490536,6,1e-06,severe_degeneracy,1.06,1.12,0.16
ieee9,512,101,0,3,0,"permute(master,101)[:512]",1.618168214629908,0.003160484794199039,0.7433995198384765,0.7433995198384765,0.9999999998986221,1.0,0.5761865458098938,4,1e-06,severe_degeneracy,1.06,1.12,0.16
ieee9,256,101,0,3,0,"permute(master,101)[:256]",1.0000000000103022,0.003906250000040243,0.9999999999948489,0.9999999999948489,1.0,1.0,1.3916304468133785e-10,1,1e-06,severe_degeneracy,0.9,0.96,0.0
ieee9,128,101,0,3,0,"permute(master,101)[:128]",1.0072839653852237,0.00786940597957206,0.9963711852549253,0.9963711852549253,1.0,1.0,0.02401198751896394,2,1e-06,severe_degeneracy,0.9,0.96,0.0
ieee9,2048,101,0,0,0,"permute(master,101)[:2048]",2048.0,1.0,0.00048828125,0.00048828125,0.00244140625,0.0048828125,7.624618986159401,2048,1e-06,stable_support,1.1400000000000001,1.2,0.24
ieee9,1024,101,0,0,0,"permute(master,101)[:1024]",1024.0,1.0,0.0009765625,0.0009765625,0.0048828125,0.009765625,6.931471805599454,1024,1e-06,stable_support,1.1400000000000001,1.2,0.24
ieee9,512,101,0,0,0,"permute(master,101)[:512]",512.0,1.0,0.001953125,0.001953125,0.009765625,0.01953125,6.2383246250395095,512,1e-06,stable_support,1.06,1.12,0.16
ieee9,256,101,0,0,0,"permute(master,101)[:256]",256.0,1.0,0.00390625,0.00390625,0.01953125,0.0390625,5.545177444479562,256,1e-06,stable_support,1.1400000000000001,1.2,0.24
