epoch,train_mean_u_ctrl,validation_mean_u_ctrl,validation_safety,best_so_far_validation_u_ctrl,policy_entropy,dominant_sequence_fraction,unique_sequence_count,grad_norm,advantage_mean,advantage_std,terminal_cost_unique_count,terminal_cost_modal_fraction,fixed_validation_mean_u_ctrl
0,0.990769230769231,0.96,1.0,0.96,1.4057400008806815,1.0,1,0.08189112263230178,-0.0029101355067567367,0.06383702296784145,4,0.7884615384615384,0.96
1,0.9800000000000002,0.96,1.0,0.96,1.5808477688294191,1.0,1,0.07277350428585823,-0.0002953047655256423,0.04660159506460384,4,0.8365384615384616,0.96
2,0.983846153846154,0.96,1.0,0.96,1.6174239504795809,1.0,1,0.08451799876414813,0.0018548051107129687,0.05566325754419061,4,0.8269230769230769,0.96
3,0.9761538461538464,0.96,1.0,0.96,1.681523240529574,1.0,1,0.04982546186791016,-4.359135703740913e-05,0.04652044151636607,4,0.8846153846153846,0.96
4,0.9807692307692311,0.96,1.0,0.96,1.6296814599862466,1.0,1,0.12227702183792225,0.00032599067597267027,0.055798373787370174,4,0.8653846153846154,0.96
5,0.9792307692307693,0.96,1.0,0.96,1.4342223004652903,1.0,1,0.09162515222739714,0.0007572779295016921,0.059183263877569066,3,0.9134615384615384,0.96
6,0.9853846153846155,0.96,1.0,0.96,1.3675772547721863,1.0,1,0.12106882264980903,-0.0010239687636968088,0.06290264214130425,4,0.8461538461538461,0.96
7,0.9876923076923079,0.96,1.0,0.96,1.3769223644183233,1.0,1,0.058546374551951885,-0.0013136044169043703,0.060243103291108165,4,0.8076923076923077,0.96
8,0.9784615384615386,0.96,1.0,0.96,1.4238512550409024,1.0,1,0.04999350391041774,0.0013701270979872644,0.05203540916536891,4,0.8846153846153846,0.96
9,0.9915384615384617,0.96,1.0,0.96,1.4263745626577964,1.0,1,0.08482558437838005,-0.00139531679064139,0.06300368285630278,4,0.7788461538461539,0.96
10,1.0038461538461538,0.96,1.0,0.96,1.5638972291579614,1.0,1,0.18961864337325096,-0.0017011511220450227,0.07811850249210386,4,0.75,0.96
11,0.9800000000000002,0.96,1.0,0.96,2.0497208077173967,1.0,1,0.11312145582185341,0.0017708406491151153,0.05367126842993817,4,0.875,0.96
12,0.9784615384615386,0.96,1.0,0.96,2.4390708540494623,1.0,1,0.16100011135523135,0.001911438664920557,0.0463681941464371,4,0.8461538461538461,0.96
13,0.9884615384615386,0.96,1.0,0.96,2.4310610798689036,1.0,1,0.212777476471204,-0.0020788846055509063,0.06399306711456698,4,0.8269230769230769,0.96
14,0.9823076923076924,0.96,1.0,0.96,2.8220857989329557,1.0,1,0.19581265604266754,0.001516797494664708,0.05822386593200295,4,0.8653846153846154,0.96
15,0.9807692307692311,0.9933333333333333,1.0,0.96,3.494770545225877,1.0,1,0.1287272906360718,0.0004027442021957599,0.05542590659812343,4,0.875,0.96
16,0.9792307692307696,0.9933333333333333,1.0,0.96,3.704442485020711,1.0,1,0.08189225884584281,0.00014260554259197961,0.05332797177485639,4,0.875,0.96
17,0.9830769230769233,0.9666666666666667,1.0,0.96,3.7703626935298624,0.6666666666666666,2,0.06432687856543523,-0.0015522957652502984,0.05678825135688048,4,0.8557692307692307,0.96
18,0.9846153846153848,0.9666666666666667,1.0,0.96,3.797258184506343,1.0,1,0.07328296710665409,-0.001685913954541649,0.060455365928656225,4,0.8461538461538461,0.96
19,0.9792307692307696,0.9933333333333333,1.0,0.96,3.8297386903029222,1.0,1,0.053846167579579815,0.0023697224987967833,0.053612421611885445,4,0.8846153846153846,0.96
20,0.9815384615384618,0.9933333333333333,1.0,0.96,3.824271940268003,1.0,1,0.05728978871439512,-0.00014534091297403845,0.056276947569787385,4,0.875,0.96
21,0.980769230769231,0.9866666666666667,1.0,0.96,3.8152308143102207,1.0,1,0.05860369716985868,0.0014393538207219552,0.05636251481129797,4,0.8846153846153846,0.96
22,0.9884615384615387,0.9666666666666667,1.0,0.96,3.799704123001832,1.0,1,0.08454080699728085,-0.0013352213909915488,0.0670393732996365,3,0.8365384615384616,0.96
23,0.9853846153846155,0.9733333333333333,1.0,0.96,3.768964247061656,0.6666666666666666,2,0.08104561584500167,-0.0018717081114660561,0.06123301763118149,4,0.8557692307692307,0.96
24,0.9669230769230772,0.9733333333333333,1.0,0.96,3.731979734622515,1.0,1,0.02964634434409583,0.0034597317713259404,0.02977954499037773,4,0.9423076923076923,0.96
