update,mean_train_u_ctrl,method,update_seconds,trajectories_sampled,policy_entropy,validation_mean_u_ctrl,validation_n_unique_sequences,validation_sequence_entropy,validation_unique_frac,validation_checkpoint_score,validation_meets_unique_floor
1,0.162421875,RL-sBOED,0.43626999855041504,64,3.96923828125,,,,,,
2,0.15574218750000002,RL-sBOED,0.2422924041748047,128,3.9622902870178223,,,,,,
3,0.1508203125,RL-sBOED,0.24191761016845703,192,3.956364393234253,,,,,,
4,0.15152343749999997,RL-sBOED,0.24094128608703613,256,3.9491164684295654,,,,,,
5,0.152578125,RL-sBOED,0.2405867576599121,320,3.9385037422180176,,,,,,
6,0.14765625,RL-sBOED,0.2425673007965088,384,3.925960063934326,,,,,,
7,0.14835937500000002,RL-sBOED,0.24373435974121094,448,3.9118690490722656,,,,,,
8,0.135,RL-sBOED,0.24300503730773926,512,3.894434928894043,,,,,,
9,0.14414062500000002,RL-sBOED,0.24160051345825195,576,3.876789093017578,,,,,,
10,0.1473046875,RL-sBOED,0.24339652061462402,640,3.856415033340454,,,,,,
11,0.1494140625,RL-sBOED,0.2451028823852539,704,3.8272974491119385,,,,,,
12,0.1402734375,RL-sBOED,0.24311518669128418,768,3.793362617492676,,,,,,
13,0.1378125,RL-sBOED,0.2418062686920166,832,3.756596565246582,,,,,,
14,0.135703125,RL-sBOED,0.2432246208190918,896,3.713444232940674,,,,,,
15,0.13921875,RL-sBOED,0.2434542179107666,960,3.669074058532715,,,,,,
16,0.13921875,RL-sBOED,0.24077916145324707,1024,3.613741397857666,,,,,,
17,0.128671875,RL-sBOED,0.24105596542358398,1088,3.554539680480957,,,,,,
18,0.1318359375,RL-sBOED,0.24306011199951172,1152,3.471646308898926,,,,,,
19,0.13148437500000001,RL-sBOED,0.24322509765625,1216,3.408684253692627,,,,,,
20,0.1297265625,RL-sBOED,0.24357342720031738,1280,3.34124755859375,,,,,,
21,0.13078125,RL-sBOED,0.24248433113098145,1344,3.248347759246826,,,,,,
22,0.12480468750000001,RL-sBOED,0.24262666702270508,1408,3.175170421600342,,,,,,
23,0.1332421875,RL-sBOED,0.2429649829864502,1472,3.120023727416992,,,,,,
24,0.1269140625,RL-sBOED,0.24033427238464355,1536,3.045802593231201,,,,,,
25,0.13289062499999998,RL-sBOED,0.24117541313171387,1600,2.9902215003967285,0.11654296875,1,-0.0,0.0078125,0.11654296875,0
26,0.1276171875,RL-sBOED,0.24095439910888672,1664,2.9452691078186035,,,,,,
27,0.1265625,RL-sBOED,0.24313592910766602,1728,2.8878650665283203,,,,,,
28,0.1248046875,RL-sBOED,0.24335336685180664,1792,2.8154187202453613,,,,,,
29,0.1226953125,RL-sBOED,0.2407999038696289,1856,2.7703475952148438,,,,,,
30,0.1321875,RL-sBOED,0.24277091026306152,1920,2.7285003662109375,,,,,,
31,0.11812500000000001,RL-sBOED,0.24114108085632324,1984,2.7239842414855957,,,,,,
32,0.12199218750000002,RL-sBOED,0.24130988121032715,2048,2.788693904876709,,,,,,
33,0.116015625,RL-sBOED,0.24048757553100586,2112,2.8373734951019287,,,,,,
34,0.12164062499999999,RL-sBOED,0.24379491806030273,2176,2.8309991359710693,,,,,,
35,0.11671875,RL-sBOED,0.24295353889465332,2240,2.75445556640625,,,,,,
36,0.128671875,RL-sBOED,0.2429795265197754,2304,2.683399200439453,,,,,,
37,0.11988281249999999,RL-sBOED,0.24199771881103516,2368,2.633342742919922,,,,,,
38,0.131484375,RL-sBOED,0.24106264114379883,2432,2.633352041244507,,,,,,
39,0.11671875000000001,RL-sBOED,0.2433938980102539,2496,2.6550450325012207,,,,,,
40,0.123046875,RL-sBOED,0.24227380752563477,2560,2.6696109771728516,,,,,,
41,0.12199218750000002,RL-sBOED,0.24215912818908691,2624,2.71366548538208,,,,,,
42,0.12234375000000001,RL-sBOED,0.2429957389831543,2688,2.7625014781951904,,,,,,
43,0.11953125,RL-sBOED,0.2432093620300293,2752,2.7427773475646973,,,,,,
44,0.1265625,RL-sBOED,0.24283957481384277,2816,2.6782290935516357,,,,,,
45,0.1209375,RL-sBOED,0.24416494369506836,2880,2.627445697784424,,,,,,
46,0.1255078125,RL-sBOED,0.24104619026184082,2944,2.557716131210327,,,,,,
47,0.12585937500000002,RL-sBOED,0.24271130561828613,3008,2.44238018989563,,,,,,
48,0.10828125,RL-sBOED,0.2425992488861084,3072,2.391263484954834,,,,,,
49,0.12128906249999999,RL-sBOED,0.2420341968536377,3136,2.393746852874756,,,,,,
50,0.11671875000000001,RL-sBOED,0.24093270301818848,3200,2.4675374031066895,0.11126953125000003,1,-0.0,0.0078125,0.11126953125000003,0
51,0.12269531250000001,RL-sBOED,0.24284863471984863,3264,2.435786247253418,,,,,,
52,0.1135546875,RL-sBOED,0.24313950538635254,3328,2.380887508392334,,,,,,
53,0.11742187500000001,RL-sBOED,0.24058079719543457,3392,2.318380832672119,,,,,,
54,0.12234375000000001,RL-sBOED,0.24258899688720703,3456,2.3755011558532715,,,,,,
55,0.1107421875,RL-sBOED,0.24249982833862305,3520,2.453296184539795,,,,,,
56,0.118828125,RL-sBOED,0.2415914535522461,3584,2.5104832649230957,,,,,,
57,0.12375,RL-sBOED,0.2419745922088623,3648,2.522850751876831,,,,,,
58,0.12058593749999999,RL-sBOED,0.24277496337890625,3712,2.5022244453430176,,,,,,
59,0.113203125,RL-sBOED,0.24270892143249512,3776,2.479705810546875,,,,,,
60,0.118828125,RL-sBOED,0.24257874488830566,3840,2.4501824378967285,,,,,,
61,0.118828125,RL-sBOED,0.24196910858154297,3904,2.4295907020568848,,,,,,
62,0.12550781249999998,RL-sBOED,0.24259376525878906,3968,2.4519801139831543,,,,,,
63,0.118828125,RL-sBOED,0.24256277084350586,4032,2.5261402130126953,,,,,,
64,0.120234375,RL-sBOED,0.24240851402282715,4096,2.574573040008545,,,,,,
65,0.1184765625,RL-sBOED,0.2421553134918213,4160,2.640005111694336,,,,,,
66,0.1212890625,RL-sBOED,0.24259376525878906,4224,2.7162318229675293,,,,,,
67,0.11601562500000001,RL-sBOED,0.24267792701721191,4288,2.7354257106781006,,,,,,
