epoch,grad_norm
0,0.04222479656052131
1,0.05651010014116764
2,0.12803752383647057
3,0.07237126921805051
4,0.10946091923576134
5,0.10162102975524388
6,0.14863709876170525
7,0.1174727062193247
8,0.08879237278149678
9,0.10166183243004176
10,0.08404791684677967
11,0.08180921295514473
12,0.09273626225499007
13,0.12233355412116417
14,0.15245272276493219
15,0.10457725650989093
16,0.10008160999188057
17,0.08086268087992302
18,0.06550048721524385
19,0.05767420707986905
20,0.06694254694649807
21,0.06741838099864814
22,0.06879467975634795
23,0.06884096390925921
24,0.06265275495556685
25,0.07322272830284558
26,0.07728344187713586
27,0.06976335782271165
28,0.07200474750537139
29,0.07174397474871232
