epoch,policy_entropy,entropy_coef,kl_coef
0,1.3537740122813444,0.02,0.05
1,1.4485375663408866,0.019310344827586208,0.04666666666666667
2,1.4593965411186218,0.018620689655172412,0.043333333333333335
3,1.5089697264708006,0.01793103448275862,0.04000000000000001
4,1.6024198738428264,0.017241379310344827,0.036666666666666674
5,1.5966337667061732,0.016551724137931035,0.03333333333333334
6,1.6618789904392683,0.015862068965517243,0.03
7,1.7367515861988068,0.015172413793103448,0.02666666666666667
8,1.5594609460005393,0.014482758620689656,0.023333333333333334
9,1.5147617436372316,0.013793103448275864,0.020000000000000004
10,1.6296573143738966,0.01310344827586207,0.01666666666666667
11,1.723773561991178,0.012413793103448277,0.013333333333333336
12,1.862918564906487,0.011724137931034485,0.009999999999999998
13,2.2853832978468676,0.01103448275862069,0.006666666666666665
14,2.996907267432946,0.010344827586206895,0.0033333333333333327
15,3.5408577643907986,0.009655172413793102,0.0
16,3.77037466947849,0.00896551724137931,0.0
17,3.8568831086158752,0.00827586206896552,0.0
18,3.869576117167106,0.007586206896551724,0.0
19,3.8885625830063453,0.006896551724137932,0.0
20,3.8918057061158695,0.006206896551724137,0.0
21,3.898564941607989,0.005517241379310345,0.0
22,3.902672128035472,0.004827586206896553,0.0
23,3.9005034290827236,0.004137931034482758,0.0
24,3.9010416040053735,0.003448275862068966,0.0
25,3.9052175191732554,0.0027586206896551735,0.0
26,3.9068039174263296,0.002068965517241379,0.0
27,3.907753591354077,0.0013793103448275868,0.0
28,3.9064275851616492,0.0006896551724137923,0.0
29,3.9087372101270237,0.0,0.0
